date,strategy,weekly_return,rebalance_month,wealth
2022-07-22,Static MVPO,0.011787964759316536,static,0.9217397001857084
2022-07-29,Static MVPO,0.013430224258447244,static,0.9341188710671163
2022-08-05,Static MVPO,-0.008455085738710197,static,0.9262208159220966
2022-08-12,Static MVPO,0.00980429428343483,static,0.93530175737284
2022-08-19,Static MVPO,-0.015737514417504123,static,0.920582432481468
2022-08-26,Static MVPO,-0.005275388603220266,static,0.9157260024088304
2022-09-02,Static MVPO,-0.016798803253145252,static,0.9003429014605753
2022-09-09,Static MVPO,0.002358189691958452,static,0.9024660808100275
2022-09-16,Static MVPO,-0.014702041797021493,static,0.8891979867695643
2022-09-23,Static MVPO,-0.020886835629811543,static,0.870625454577549
2022-09-30,Static MVPO,-0.007562649525875392,static,0.8640412193962731
2022-10-07,Static MVPO,0.006042459544100079,static,0.8692621535089099
2022-10-14,Static MVPO,-0.013578136717788384,static,0.8574591931449668
2022-10-21,Static MVPO,-0.0018193020033806105,static,0.855899215917061
2022-10-28,Static MVPO,0.017294282622557243,static,0.8707013788535558
2022-11-04,Static MVPO,-0.004342552248388478,static,0.8669203126231403
2022-11-11,Static MVPO,0.02286382726586821,static,0.8867414289042281
2022-11-18,Static MVPO,-0.000885059614116127,static,0.8859566098773414
2022-11-25,Static MVPO,0.008480511131144338,static,0.893469974769117
2022-12-02,Static MVPO,0.012369487986302437,static,0.9045217408881455
2022-12-09,Static MVPO,-0.007981102430679095,static,0.897302660223341
2022-12-16,Static MVPO,0.0021932460389591985,static,0.8992706657286234
2022-12-23,Static MVPO,-0.007929453516501053,static,0.8921399407859752
2022-12-30,Static MVPO,-0.007121080586926241,static,0.8857869403728227
2023-01-06,Static MVPO,0.019046525642616417,static,0.9026581040465285
2023-01-13,Static MVPO,0.014210048018578468,static,0.9154849190493887
2023-01-20,Static MVPO,0.0003814185591264343,static,0.9158341019881144
2023-01-27,Static MVPO,-0.0006361766178051027,static,0.9152514697466411
2023-02-03,Static MVPO,-0.006002121411598164,static,0.9097580193030781
2023-02-10,Static MVPO,-0.01201048135207369,static,0.8988313875773389
2023-02-17,Static MVPO,-0.005463869374669075,static,0.8939202902857638
2023-02-24,Static MVPO,-0.008712960813914756,static,0.8861315978257407
2023-03-03,Static MVPO,0.005707549447545366,static,0.8911892377373635
2023-03-10,Static MVPO,0.00019015476676385217,static,0.8913587016190078
2023-03-17,Static MVPO,0.010550430695024898,static,0.9007629198248465
2023-03-24,Static MVPO,0.005604757640076144,static,0.9058114776816321
2023-03-31,Static MVPO,0.005720391907383685,static,0.9109930743281772
2023-04-07,Static MVPO,0.004841187120402568,static,0.9154033622663907
2023-04-14,Static MVPO,-0.0038440778578163266,static,0.9118844804705318
2023-04-21,Static MVPO,-0.004853808034366474,static,0.9074583682528098
2023-04-28,Static MVPO,0.005688888012891201,static,0.912620797286161
2023-05-05,Static MVPO,-0.0038597924749532633,static,0.90909827040031
2023-05-12,Static MVPO,-0.004224416588739777,static,0.9052578605860363
2023-05-19,Static MVPO,-0.009716389890978587,static,0.8964620222607093
2023-05-26,Static MVPO,-0.004553184292663689,static,0.8923802654619822
2023-06-02,Static MVPO,0.00499841738871536,static,0.8968407544982139
2023-06-09,Static MVPO,0.00011206290143413553,static,0.8969412570752874
2023-06-16,Static MVPO,0.003977935038261144,static,0.9005092311290692
2023-06-23,Static MVPO,-0.004817152588676318,static,0.8961713407552089
2023-06-30,Static MVPO,0.0007937346290578417,static,0.8968826629819355
2023-07-07,Static MVPO,-0.011968172671145538,static,0.8861486164056108
2023-07-14,Static MVPO,0.01621589874229537,static,0.9005183126398694
2023-07-21,Static MVPO,0.002743467280739635,static,0.9029888551663037
2023-07-28,Static MVPO,-0.0016100460574187357,static,0.9015350015201501
2023-08-04,Static MVPO,-0.008911959949399556,static,0.8935005576936207
2023-08-11,Static MVPO,-0.004401016367899008,static,0.8895682471144841
2023-08-18,Static MVPO,-0.007199402593830149,static,0.8831638871688192
2023-08-25,Static MVPO,0.0050911033366693855,static,0.8876601657816103
2023-09-01,Static MVPO,0.0051383365580978495,static,0.8922212624626132
2023-09-08,Static MVPO,-0.0037146211003922947,static,0.8889069985348509
2023-09-15,Static MVPO,-0.000520950395385719,static,0.888443922082503
2023-09-22,Static MVPO,-0.005695679985420579,static,0.8833836298173292
2023-09-29,Static MVPO,-0.011320677018605431,static,0.873383129060644
2023-10-06,Static MVPO,-0.0149903202866883,static,0.8602908362230348
2023-10-13,Static MVPO,0.012623029471519654,static,0.8711503128027566
2023-10-20,Static MVPO,-0.010780081001745581,static,0.8617592418660469
2023-10-27,Static MVPO,0.005886334041978744,static,0.8668318446274329
2023-11-03,Static MVPO,0.016641048733441025,static,0.8812568355975765
2023-11-10,Static MVPO,-0.0062680174287996614,static,0.875733102392802
2023-11-17,Static MVPO,0.012490721543152066,static,0.8866716407209111
2023-11-24,Static MVPO,0.0012185544943658832,static,0.8877520984337384
2023-12-01,Static MVPO,0.016213813180301462,static,0.9021459451081635
2023-12-08,Static MVPO,-0.004687850382699728,static,0.8979168198941372
2023-12-15,Static MVPO,0.016156359470150906,static,0.9124238868106416
2023-12-22,Static MVPO,0.0014582015071015644,static,0.9137543846975044
2023-12-29,Static MVPO,0.0021903043161535045,static,0.9157557848702115
2024-01-05,Static MVPO,-0.00931409385709305,static,0.9072263495397545
2024-01-12,Static MVPO,0.008980154659720577,static,0.9153733824699951
2024-01-19,Static MVPO,-0.009194760721916353,static,0.9069567432469723
2024-01-26,Static MVPO,0.003347367448978763,static,0.9099926607269491
2024-02-02,Static MVPO,-0.00033031560649591433,static,0.9096920759493142
2024-02-09,Static MVPO,-0.003552060257586038,static,0.9064607948796938
2024-02-16,Static MVPO,-0.005901564186749763,static,0.901111258315939
2024-02-23,Static MVPO,0.003267964624835062,static,0.9040560580311561
2024-03-01,Static MVPO,0.0035163681619977964,static,0.9072350519702781
2024-03-08,Static MVPO,0.009036248710844406,static,0.9154330535390773
2024-03-15,Static MVPO,-0.007375877612141416,static,0.9086809313740641
2024-03-22,Static MVPO,0.006845738969626019,static,0.9149015238369276
2024-03-29,Static MVPO,0.003687870545700937,static,0.9182755622189026
2024-04-05,Static MVPO,-0.00505916627044519,static,0.9136298534675507
2024-04-12,Static MVPO,-0.005512709102630001,static,0.9085932778579056
2024-04-19,Static MVPO,-0.004369444525941008,static,0.9046232299336625
2024-04-26,Static MVPO,0.0010005678431071001,static,0.9055283668476618
