rebalance_month,method,method_label,eval_start,eval_end,lookback_start,lookback_end,l1_change,turnover,max_abs_weight_change,weight_entropy,effective_n_entropy,herfindahl_hhi,effective_n_hhi,max_weight,top3_weight,n_positions_gt_1pct,w_SPY,w_EFA,w_EEM,w_AGG,w_LQD,w_HYG,w_GLD,w_VNQ,w_DBC
2023-10,rolling_repo,Rolling REPO,2023-10-06,2023-10-27,2020-10-09,2023-09-29,0.8516051332400001,0.42580256662000004,0.38066171086600004,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2023-11,rolling_mvpo,Rolling MVPO,2023-11-03,2023-11-24,2020-11-06,2023-10-27,0.007961365842232452,0.003980682921116226,0.003980682921116113,1.000345715879708,2.719221744115188,0.44558067010417546,2.244262525495558,0.5999999999999998,0.9450747821587843,4,0.0,4.230372019180794e-18,0.0,0.5999999999999998,6.750617993886334e-17,0.2798350795640573,0.06523970259472725,2.7020570945683442e-19,0.054925217841215575
2023-11,rolling_repo,Rolling REPO,2023-11-03,2023-11-24,2020-11-06,2023-10-27,0.0,0.0,0.0,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2023-12,rolling_mvpo,Rolling MVPO,2023-12-01,2023-12-29,2020-12-04,2023-11-24,0.022343002177601934,0.011171501088800967,0.011171501088800884,1.017080024024602,2.7651089128690636,0.44082655718737734,2.268465870977326,0.5999999999999999,0.9376341352813257,4,0.0,0.0,1.448768945560017e-17,0.5999999999999999,0.0,0.2686635784752564,0.06897055680606942,9.471228124580008e-19,0.06236586471867425
2023-12,rolling_repo,Rolling REPO,2023-12-01,2023-12-29,2020-12-04,2023-11-24,0.0,0.0,0.0,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2024-01,rolling_mvpo,Rolling MVPO,2024-01-05,2024-01-26,2021-01-08,2023-12-29,0.01639194315042808,0.00819597157521404,0.00819597157521395,1.0149822139436409,2.7593143196198318,0.44141406451389825,2.2654466189273728,0.6,0.9392254147691446,4,2.787303081172125e-17,0.0,0.0,0.6,4.1787581461879807e-17,0.27007059231966984,0.06077458523085547,5.835817131455315e-18,0.06915482244947474
2024-01,rolling_repo,Rolling REPO,2024-01-05,2024-01-26,2021-01-08,2023-12-29,0.0,0.0,0.0,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2024-02,rolling_mvpo,Rolling MVPO,2024-02-02,2024-02-23,2021-02-05,2024-01-26,0.010209397650297138,0.005104698825148569,0.0051046988251485445,1.0205197259113763,2.7746364397461014,0.439858521603731,2.2734582846183913,0.6,0.934120715943996,4,4.343090850967488e-18,0.0,0.0,0.6,0.0,0.2663078141724848,0.06587928405600402,2.5709963165297164e-18,0.06781290177151128
2024-02,rolling_repo,Rolling REPO,2024-02-02,2024-02-23,2021-02-05,2024-01-26,0.0,0.0,0.0,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2024-03,rolling_mvpo,Rolling MVPO,2024-03-01,2024-03-29,2021-03-05,2024-02-23,0.006655439909877657,0.0033277199549388283,0.0033277199549388153,1.0234425117491168,2.782757970803414,0.43901288226659324,2.277837485854786,0.6,0.9333741195106646,4,2.3862047521170656e-17,0.0,1.8080686384231175e-17,0.6,0.0,0.2641671154997218,0.06920700401094283,0.0,0.06662588048933543
2024-03,rolling_repo,Rolling REPO,2024-03-01,2024-03-29,2021-03-05,2024-02-23,0.0,0.0,0.0,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2024-04,rolling_mvpo,Rolling MVPO,2024-04-05,2024-04-26,2021-04-09,2024-03-29,0.028755951084075432,0.014377975542037716,0.014377975542037714,1.0095335891766257,2.744320735578148,0.4428369107712851,2.25816768132157,0.6,0.945170971531095,4,9.344467474109441e-18,0.0,1.5706218632143525e-17,0.6,1.9670240721008527e-17,0.2732313714603466,0.05482902846890512,4.1290705278113625e-18,0.07193960007074834
2024-04,rolling_repo,Rolling REPO,2024-04-05,2024-04-26,2021-04-09,2024-03-29,0.8516051332400001,0.42580256662000004,0.38066171086600004,0.9696806259621658,2.637102102901137,0.43772165590316536,2.284556833124163,0.505500420814,0.9741735215430001,5,0.000875160639,0.000330202893,0.010246286823,0.424198879261,0.000199026549,0.505500420814,0.001522054101,0.012653747451,0.044474221468
2024-05,rolling_mvpo,Rolling MVPO,2024-05-03,2024-05-31,2021-05-07,2024-04-26,0.018746497728670014,0.009373248864335007,0.009373248864334993,1.0236295832635236,2.7832785942466294,0.43892333007420864,2.2783022261107204,0.6,0.9361073278509824,4,0.0,3.867804969160151e-18,1.471935767555149e-17,0.6,0.0,0.2638581225960116,0.06389267214901771,0.0,0.07224920525497074
2024-05,rolling_repo,Rolling REPO,2024-05-03,2024-05-31,2021-05-07,2024-04-26,0.8516051332400001,0.42580256662000004,0.38066171086600004,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2024-06,rolling_mvpo,Rolling MVPO,2024-06-07,2024-06-28,2021-06-11,2024-05-31,0.008395997586581563,0.004197998793290782,0.0041979987932906915,1.0255649184018374,2.7886703868897484,0.4382808688650431,2.2816419128436185,0.6000000000000001,0.9384570494709605,4,2.0383000842727486e-17,1.3866204642914948e-17,2.4871200094088387e-17,0.6000000000000001,0.0,0.26200984542269906,0.06154295052903954,8.93651863702106e-18,0.07644720404826143
2024-06,rolling_repo,Rolling REPO,2024-06-07,2024-06-28,2021-06-11,2024-05-31,0.0,0.0,0.0,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2024-07,rolling_mvpo,Rolling MVPO,2024-07-05,2024-07-26,2021-07-09,2024-06-28,0.0036043203222021545,0.0018021601611010773,0.0018021601611010185,1.0278457642679495,2.795038173422858,0.4376062545429882,2.285159294727962,0.6,0.9380809800819501,4,0.0,0.0,3.119723835917079e-18,0.6,7.952076756387315e-18,0.26020768526159804,0.061919019918049906,1.4018293804296775e-17,0.07787329482035202
2024-07,rolling_repo,Rolling REPO,2024-07-05,2024-07-26,2021-07-09,2024-06-28,0.0,0.0,0.0,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2024-08,rolling_mvpo,Rolling MVPO,2024-08-02,2024-08-30,2021-08-06,2024-07-26,0.007355496990292768,0.003677748495146384,0.0036777484951462033,1.023643431609912,2.7833171383195827,0.43872093295622244,2.2793532856107976,0.5999999999999999,0.9417587285770962,4,0.0,0.0,0.0,0.5999999999999999,1.7146526517961595e-16,0.26288309513667624,0.0582412714229037,6.689086083939666e-18,0.0788756334404201
2024-08,rolling_repo,Rolling REPO,2024-08-02,2024-08-30,2021-08-06,2024-07-26,0.0,0.0,0.0,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2024-09,rolling_mvpo,Rolling MVPO,2024-09-06,2024-09-27,2021-09-10,2024-08-30,0.02459068441761484,0.01229534220880742,0.012295342208807222,1.0223811753717729,2.779806095283183,0.4383331262429494,2.2813698991249467,0.6000000000000001,0.9512578501086856,4,1.120342244901688e-17,1.7009426380088666e-17,1.293586087650374e-18,0.6000000000000001,0.0,0.26008687445945816,0.04874214989131459,1.3772619961733111e-18,0.09117097564922733
2024-09,rolling_repo,Rolling REPO,2024-09-06,2024-09-27,2021-09-10,2024-08-30,0.0,0.0,0.0,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2024-10,rolling_mvpo,Rolling MVPO,2024-10-04,2024-10-25,2021-10-08,2024-09-27,0.008016160956136071,0.0040080804780680355,0.004008080478068041,1.0162758875695357,2.762886281759117,0.4397969909454299,2.273776357246792,0.6000000000000001,0.9552659305867536,4,0.0,0.0,0.0,0.6000000000000001,0.0,0.263332770606238,0.04473406941324655,1.5693104457047433e-17,0.09193315998051547
2024-10,rolling_repo,Rolling REPO,2024-10-04,2024-10-25,2021-10-08,2024-09-27,0.0,0.0,0.0,1.4917450202726998,4.44484510025791,0.30973850984369783,3.228529770174933,0.501261865712,0.78365883685,8,0.025356170391,0.012756460121,0.041402709524,0.501261865712,0.15452239633,0.124838709948,0.127874574808,9.5335385e-05,0.01189177778
2024-11,rolling_mvpo,Rolling MVPO,2024-11-01,2024-11-29,2021-11-05,2024-10-25,0.007924816948271688,0.003962408474135844,0.003962408474135759,1.0164188152641427,2.763281202947745,0.43941980284564597,2.275728115856599,0.6,0.9574559806183844,4,8.63747731461832e-18,0.0,9.861107511368926e-18,0.6,0.0,0.26156041216373316,0.0425440193816156,3.6528328826607926e-18,0.09589556845465123
