architecture,architecture_label,mu_europe,status,stage1_status,stage2_status,solver,stage1_solver,stage2_solver,solve_time_seconds,stage1_solve_time_seconds,stage2_solve_time_seconds,turnover_constraint_applied,turnover_reference_available,n_scenarios,scenario_source,scenario_seed,portfolio_cvar_limit_mode,cvar_portfolio_benchmark_factor,requested_portfolio_cvar_limit,effective_portfolio_cvar_limit,benchmark_portfolio_cvar_demeaned,cvar_te_limit,expected_return,stage1_expected_return,stage2_expected_return,objective_loss_pct,stage2_bm_distance_objective,portfolio_cvar,portfolio_cvar_demeaned,portfolio_cvar_full,te_cvar,te_cvar_demeaned,te_cvar_full,bm_dist_l2,bm_dist_l1,max_weight,herfindahl,effective_n,turnover,error_message,w_US,w_Europe,w_EM,w_Japan,aw_US,aw_Europe,aw_EM,aw_Japan,stage1_w_US,stage1_w_Europe,stage1_w_EM,stage1_w_Japan,stage1_aw_US,stage1_aw_Europe,stage1_aw_EM,stage1_aw_Japan,adj_abs_change_US,adj_change_US,adj_abs_change_Europe,adj_change_Europe,adj_abs_change_EM,adj_change_EM,adj_abs_change_Japan,adj_change_Japan,adj_l1_change,adj_l2_change,adj_max_jump,instability_score,portfolio_risk_factor,te_cvar_limit,turnover_limit,is_feasible
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0655,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,8.064545599999999,5.0034262,3.0611194,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06860914142781982,0.06895391098205576,0.06860914142781982,0.004999999990220493,0.0007689771252757079,0.27681095637394715,0.27681095637394715,0.2082018149461273,0.005747566815353333,0.005747566815353333,0.005338425387533528,0.02773043680282927,0.0460475068573878,0.40681315832692716,0.35262911703318284,2.8358406940794363,0.0460475068573878,,0.40681315832692716,0.3983554429410068,0.1662105951017667,0.02862080363029929,0.006813158326927138,-0.0016445570589932457,0.0162105951017667,-0.021379196369700714,0.42901561019150697,0.385757144725862,0.17341134047806267,0.011815904604574722,0.029015610191506946,-0.014242855274138044,0.023411340478062675,-0.03818409539542528,0.0003345276097713734,0.0003345276097713734,0.0007190375467822641,-0.0007190375467822641,0.00047678552796909246,0.00047678552796909246,9.227559095829896e-05,-9.227559095829896e-05,0.0016226262754810289,0.0009299263087736977,0.0007190375467822641,0.0032715901310369907,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.065,optimal,,,CLARABEL,,,2.8594225,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.0699999986074998,,,,,0.2837270869074662,0.2837270869074662,0.2137270882999664,0.03358557006773816,0.03358557006773816,0.03158557146023838,0.21213196600788226,0.3999998207615516,0.4999999411418843,0.3749999310410262,2.666667157041682,0.3999998207615516,,0.4999999411418843,0.25000001055937093,0.24999996923889134,7.905985306025357e-08,0.09999994114188426,-0.1499999894406291,0.09999996923889135,-0.04999992094014694,,,,,,,,,5.7085792148914294e-08,-5.7085792148914294e-08,9.943100676146344e-09,9.943100676146344e-09,2.989928213348314e-08,-2.989928213348314e-08,7.704196935502971e-08,7.704196935502971e-08,1.7397014431357348e-07,1.0093109050497765e-07,7.704196935502971e-08,3.5194320417358086e-07,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.065,optimal,,,CLARABEL,,,6.3840863,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.0687615312698105,,,,,0.2784883714634191,0.2784883714634191,0.20972684019360863,0.009999999546873846,0.009999999546873846,0.00923846827706336,0.05597848153427747,0.10740349856241929,0.4301503279930877,0.36262645893828266,2.757658674239751,0.10740349856241929,,0.4301503279930877,0.3838247924151615,0.17355142128812284,0.012473458303629798,0.0301503279930877,-0.016175207584838536,0.023551421288122848,-0.03752654169637021,,,,,,,,,0.0011347178015807535,0.0011347178015807535,0.0019323523107004914,-0.0019323523107004914,0.00014008081006017248,0.00014008081006017248,0.0006575536990550759,0.0006575536990550759,0.0038647046213964933,0.0023395660799348916,0.0019323523107004914,0.008136623012031876,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.065,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,9.8924923,6.3840863,3.508406,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06841772361346177,0.0687615312698105,0.06841772361346177,0.004999999999995265,0.00079768236454483,0.27683344796587994,0.27683344796587994,0.20841572435241817,0.005834762453347383,0.005834762453347383,0.005417038839885615,0.02824327113747326,0.04773984185976089,0.4071609765405616,0.35248126025053855,2.8370302559892533,0.04773984185976089,,0.4071609765405616,0.3976130077567701,0.16670894438931322,0.028517071313343825,0.007160976540561581,-0.002386992243229913,0.016708944389313224,-0.021482928686656178,0.4301503279930877,0.3838247924151615,0.17355142128812284,0.012473458303629798,0.0301503279930877,-0.016175207584838536,0.023551421288122848,-0.03752654169637021,0.0003478182136344432,0.0003478182136344432,0.0007424351842366672,-0.0007424351842366672,0.0004983492875465234,0.0004983492875465234,0.00010373231695546409,-0.00010373231695546409,0.001692335002373098,0.0009650388170988073,0.0007424351842366672,0.0033998090037085727,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.0645,optimal,,,CLARABEL,,,2.3331657,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06987499974033767,,,,,0.2837270936124683,0.2837270936124683,0.2138520938721306,0.033585579629429416,0.033585579629429416,0.031510579889091755,0.21213202394636024,0.3999999697389408,0.49999999024467323,0.3749999872502372,2.6666667573316496,0.3999999697389408,,0.49999999024467323,0.24999999938631784,0.24999999462480946,1.5744224063913953e-08,0.09999999024467321,-0.15000000061368218,0.09999999462480946,-0.04999998425577594,,,,,,,,,4.9102788945987186e-08,4.9102788945987186e-08,1.1173053093838092e-08,-1.1173053093838092e-08,2.538591811762636e-08,2.538591811762636e-08,6.331562899633961e-08,-6.331562899633961e-08,1.4897738915379125e-07,8.47893549426391e-08,6.331562899633961e-08,2.9708237309277e-07,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.0645,optimal,,,CLARABEL,,,5.0033355,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06857027244593443,,,,,0.2784370569307851,0.2784370569307851,0.20986678448485066,0.009999989534885307,0.009999989534885307,0.009229717088950883,0.05681634017878213,0.11022489770990694,0.43122948230478964,0.3619094975664312,2.7631217382363458,0.11022489770990694,,0.43122948230478964,0.38149167161676356,0.17388296655016422,0.013395879528283361,0.031229482304789613,-0.01850832838323646,0.023882966550164225,-0.03660412047171664,,,,,,,,,0.0010791543117019131,0.0010791543117019131,0.002333120798397925,-0.002333120798397925,0.00033154526204137724,0.00033154526204137724,0.0009224212246535628,0.0009224212246535628,0.004666241596794778,0.0027511470089501334,0.002333120798397925,0.009750509404142836,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0645,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,8.136184,5.0033355,3.1328485,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06822742108370508,0.06857027244593443,0.06822742108370508,0.004999999999995285,0.0008296964305244095,0.27685752960743354,0.27685752960743354,0.20863010852372849,0.005929140129937694,0.005929140129937694,0.0055017190462326145,0.02880445157478978,0.049499802145629636,0.40752202894253686,0.3523326116293441,2.8382271949665725,0.049499802145629636,,0.40752202894253686,0.3968456007328428,0.16722787213027382,0.028404498194338247,0.00752202894253684,-0.003154399267157215,0.017227872130273825,-0.021595501805661756,0.43122948230478964,0.38149167161676356,0.17388296655016422,0.013395879528283361,0.031229482304789613,-0.01850832838323646,0.023882966550164225,-0.03660412047171664,0.00036105240197525923,0.00036105240197525923,0.0007674070239273023,-0.0007674070239273023,0.0005189277409606008,0.0005189277409606008,0.00011257311900557745,-0.00011257311900557745,0.0017599602858687398,0.0010006153530733874,0.0007674070239273023,0.0035279826628694293,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.064,optimal,,,CLARABEL,,,2.3095961,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06974999956061712,,,,,0.28372709250694433,0.28372709250694433,0.21397709294632722,0.033585578590134675,0.033585578590134675,0.03143557902951755,0.2121320187915561,0.3999999513209179,0.49999998423318864,0.37499997820074027,2.666666821683634,0.3999999513209179,,0.49999998423318864,0.2499999965078025,0.24999999142729848,2.7831766741650156e-08,0.09999998423318862,-0.15000000349219753,0.09999999142729848,-0.049999972168233264,,,,,,,,,6.011484587897797e-09,-6.011484587897797e-09,2.878515342752408e-09,-2.878515342752408e-09,3.197510978214524e-09,-3.197510978214524e-09,1.2087542677736202e-08,1.2087542677736202e-08,2.4175053586600932e-08,1.4168858880336491e-08,1.2087542677736202e-08,5.0431455144673624e-08,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.064,optimal,,,CLARABEL,,,5.3242219,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06837999959074696,,,,,0.27839918313509177,0.27839918313509177,0.21001918354434482,0.009999999652934594,0.009999999652934594,0.00922000006218764,0.05750011496085016,0.11221635833477846,0.4321458115910441,0.36148919882151526,2.7663343836000713,0.11221635833477846,,0.4321458115910441,0.3798405628171489,0.17396236757634553,0.014051258015462283,0.03214581159104407,-0.020159437182851125,0.02396236757634554,-0.03594874198453772,,,,,,,,,0.0009163292862544581,0.0009163292862544581,0.0016511087996146645,-0.0016511087996146645,7.940102618131384e-05,7.940102618131384e-05,0.0006553784871789221,0.0006553784871789221,0.0033022175992293585,0.002000411236078262,0.0016511087996146645,0.006953737634922285,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.064,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,8.9459418,5.3242219,3.6217199,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06803809959280457,0.06837999959074696,0.06803809959280457,0.004999999999834064,0.0008645551946648287,0.2768821994874015,0.2768821994874015,0.20884409989459693,0.006029651194523986,0.006029651194523986,0.0055915516017194175,0.029403319449763297,0.05130897259459692,0.40789369712732854,0.352179506211865,2.8394610769838993,0.05130897259459692,,0.40789369712732854,0.39605315027725185,0.16776078916996975,0.02829236342544952,0.007893697127328514,-0.003946849722748169,0.01776078916996976,-0.021707636574550482,0.4321458115910441,0.3798405628171489,0.17396236757634553,0.014051258015462283,0.03214581159104407,-0.020159437182851125,0.02396236757634554,-0.03594874198453772,0.00037166818479167363,0.00037166818479167363,0.000792450455590954,-0.000792450455590954,0.0005329170396959348,0.0005329170396959348,0.00011213476888872684,-0.00011213476888872684,0.0018091704489672893,0.0010308684405609936,0.000792450455590954,0.003632489345119237,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.0635,optimal,,,CLARABEL,,,2.1684327,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06962499998619383,,,,,0.28372709507692917,0.28372709507692917,0.21410209509073536,0.033585581441739155,0.033585581441739155,0.03136058145554533,0.21213203419668106,0.3999999988748792,0.49999999965090053,0.37499999929119576,2.6666666717070524,0.3999999988748792,,0.49999999965090053,0.24999999949405052,0.24999999978653992,1.0685107276411334e-09,0.0999999996509005,-0.1500000005059495,0.09999999978653992,-0.04999999893148928,,,,,,,,,1.541771188495744e-08,1.541771188495744e-08,2.9862480266373836e-09,2.9862480266373836e-09,8.359241437938536e-09,8.359241437938536e-09,2.6763256014009023e-08,-2.6763256014009023e-08,5.352645736354239e-08,3.2136774992729006e-08,2.6763256014009023e-08,1.1242648837028041e-07,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.0635,optimal,,,CLARABEL,,,5.8032225,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.0681904944534068,,,,,0.2783566753724653,0.2783566753724653,0.2101661809190585,0.009999999511586016,0.009999999511586016,0.009209505058179208,0.05792948556893163,0.11365262909047141,0.4325041289353643,0.3608604662073869,2.771154209575562,0.11365262909047141,,0.4325041289353643,0.3784104479033948,0.1743221856098719,0.014763237551369981,0.03250412893536425,-0.021589552096605236,0.0243221856098719,-0.03523676244863002,,,,,,,,,0.00035831734432018036,0.00035831734432018036,0.0014301149137541103,-0.0014301149137541103,0.0003598180335263601,0.0003598180335263601,0.0007119795359076982,0.0007119795359076982,0.002860229827508349,0.0016763066135360534,0.0014301149137541103,0.0059666513547985125,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0635,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,9.269565,5.8032225,3.4663425,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06784954198115604,0.0681904944534068,0.06784954198115604,0.004999999999761313,0.0009014239992047747,0.2769060384521881,0.2769060384521881,0.20905649647103203,0.006132404746646751,0.006132404746646751,0.005682862765490706,0.030023723939657698,0.05313794856043896,0.408271478160897,0.35201730151796806,2.840769461295802,0.05313794856043896,,0.408271478160897,0.3952376336889584,0.16829749611932246,0.028193392030822065,0.008271478160896961,-0.004762366311041599,0.018297496119322465,-0.021806607969177938,0.4325041289353643,0.3784104479033948,0.1743221856098719,0.014763237551369981,0.03250412893536425,-0.021589552096605236,0.0243221856098719,-0.03523676244863002,0.0003777810335684473,0.0003777810335684473,0.0008155165882934301,-0.0008155165882934301,0.0005367069493527055,0.0005367069493527055,9.89713946274555e-05,-9.89713946274555e-05,0.0018289759658420383,0.0010514920358917568,0.0008155165882934301,0.0036959845900272252,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.063,optimal,,,CLARABEL,,,2.3093166,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06949999998227155,,,,,0.28372709505297056,0.28372709505297056,0.21422709507069904,0.0335855814057765,0.0335855814057765,0.03128558142350495,0.21213203397232042,0.39999999831753635,0.4999999994639657,0.37499999908735965,2.666666673156554,0.39999999831753635,,0.4999999994639657,0.2499999995519843,0.24999999969480355,1.2892486036530838e-09,0.0999999994639657,-0.15000000044801573,0.09999999969480355,-0.0499999987107514,,,,,,,,,1.869348009719829e-10,-1.869348009719829e-10,5.793376889329238e-11,5.793376889329238e-11,9.173636850157152e-11,-9.173636850157152e-11,2.2073787601195038e-10,2.2073787601195038e-10,5.573428143787972e-10,3.0893642162221595e-10,2.2073787601195038e-10,1.0870171120129634e-09,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.063,optimal,,,CLARABEL,,,4.5355993,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06800185055117425,,,,,0.2782790683116987,0.2782790683116987,0.2102772177605244,0.00999999338189936,0.00999999338189936,0.009198142830725122,0.059000848613183575,0.11646662747606007,0.4337446735087809,0.3600170184853445,2.7776464685118984,0.11646662747606007,,0.4337446735087809,0.375738455494674,0.1744886402292503,0.016028230767297126,0.033744673508780854,-0.024261544505326027,0.02448864022925032,-0.03397176923270288,,,,,,,,,0.001240544573416602,0.001240544573416602,0.0026719924087207914,-0.0026719924087207914,0.00016645461937842,0.00016645461937842,0.001264993215927145,0.001264993215927145,0.005343984817442958,0.003210359675729346,0.0026719924087207914,0.011226336901893095,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.063,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,7.6882699,4.5355993,3.1526706,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06766184129841635,0.06800185055117425,0.06766184129841635,0.0050000000000298365,0.0009406720393513653,0.2769295741185377,0.2769295741185377,0.20926773282012137,0.006238404232062679,0.006238404232062679,0.005776562933646343,0.030670377228709876,0.05499324101069385,0.4086563521553715,0.35184735401315337,2.8421415951947626,0.05499324101069385,,0.4086563521553715,0.3943988311357812,0.16884026834997548,0.02810454835887191,0.008656352155371472,-0.005601168864218797,0.018840268349975486,-0.02189545164112809,0.4337446735087809,0.375738455494674,0.1744886402292503,0.016028230767297126,0.033744673508780854,-0.024261544505326027,0.02448864022925032,-0.03397176923270288,0.00038487399447451054,0.00038487399447451054,0.0008388025531771981,-0.0008388025531771981,0.0005427722306530214,0.0005427722306530214,8.884367195015341e-05,-8.884367195015341e-05,0.0018552924502548834,0.0010743428722958955,0.0008388025531771981,0.003768437875727977,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.0625,optimal,,,CLARABEL,,,2.2095957999999998,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06937499874862929,,,,,0.2837270868667997,0.2837270868667997,0.21435208811817044,0.03358557581258244,0.03358557581258244,0.03121057706395316,0.212132015988176,0.3999998910376799,0.49999996821292986,0.37499993548704025,2.6666671254255703,0.3999998910376799,,0.49999996821292986,0.24999995724228524,0.24999997730591006,9.723887472335775e-08,0.09999996821292984,-0.15000004275771478,0.09999997730591006,-0.04999990276112528,,,,,,,,,3.125103587020561e-08,-3.125103587020561e-08,4.230969904983617e-08,-4.230969904983617e-08,2.2388893489155848e-08,-2.2388893489155848e-08,9.594962611970467e-08,9.594962611970467e-08,1.918992545289023e-07,1.1168854543250379e-07,9.594962611970467e-08,3.995374260811108e-07,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.0625,optimal,,,CLARABEL,,,6.0976693,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06781449793278409,,,,,0.278227273295386,0.278227273295386,0.2104127753626019,0.009999982386782331,0.009999982386782331,0.009185484453998262,0.05983414672594913,0.11834571700246956,0.43475154969169366,0.35957166604081064,2.7810867608420016,0.11834571700246956,,0.43475154969169366,0.3739731348289902,0.17442130880954432,0.016854006669778234,0.03475154969169364,-0.026026865171009828,0.024421308809544323,-0.033145993330221765,,,,,,,,,0.001006876182912786,0.001006876182912786,0.0017653206656838005,-0.0017653206656838005,6.733141970599599e-05,-6.733141970599599e-05,0.000825775902481108,0.000825775902481108,0.0036653041707836904,0.0021946744773668446,0.0017653206656838005,0.007625299313834336,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0625,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,9.6670008,6.0976693,3.5693315,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06747542544311468,0.06781449793278409,0.06747542544311468,0.005000000000080979,0.0009840733690809574,0.2769546694574645,0.2769546694574645,0.2094792440143498,0.006352790233804409,0.006352790233804409,0.005877364790689732,0.03136994372135464,0.056921690413500835,0.4090557275482435,0.35167624267850084,2.843524465524362,0.056921690413500835,,0.4090557275482435,0.39353162356278293,0.16940511765850705,0.02800753123046678,0.009055727548243464,-0.006468376437217094,0.019405117658507054,-0.021992468769533223,0.43475154969169366,0.3739731348289902,0.17442130880954432,0.016854006669778234,0.03475154969169364,-0.026026865171009828,0.024421308809544323,-0.033145993330221765,0.0003993753928719923,0.0003993753928719923,0.0008672075729982964,-0.0008672075729982964,0.0005648493085315676,0.0005648493085315676,9.70171284051316e-05,-9.70171284051316e-05,0.001928449402806988,0.0011135603906613333,0.0008672075729982964,0.003909217366466618,1.05,0.01,0.4,True
