portfolio,annual_return,annual_vol,sharpe,max_drawdown,hit_rate,avg_names,start,end,obs_months,annualized_excess_return,avg_excess_return_monthly
strategy,0.12259703489164964,0.19477195991468532,0.6294388316744874,-0.3438719946763794,0.5776699029126213,9.466019417475728,2008-12-31,2026-01-31,206,0.030728813236645225,0.0025630724104547427
benchmark,0.09186822165500441,0.17992893453834083,0.5105805905577033,-0.33641231857055354,0.5776699029126213,27.703883495145632,2008-12-31,2026-01-31,206,0.030728813236645225,0.0025630724104547427
