date,strategy_return,benchmark_return,excess_return,n_selected,n_available,selection_mode,strategy_equity,benchmark_equity,excess_equity
2021-11-30,0.01608352048531181,0.041604649068146475,-0.025521128582834667,4,30,high_only,3.3238495896257407,2.57888648990601,1.2888700618020925
2021-12-31,0.022501975527778398,-0.003138836124691465,0.025640811652469862,11,30,high_only,3.3986427717495156,2.5707917878300144,1.322021794156377
2022-01-31,-0.010913582451401354,-0.025780152571865125,0.014866570120463772,14,30,high_only,3.3615514036371676,2.5045163833092587,1.3421958131475644
2022-02-28,0.032322646380894875,0.02193524511174886,0.010387401269146015,12,30,high_only,3.4702056409481323,2.559453564063538,1.3558384843046853
2022-03-31,-0.06421931518719885,-0.07527118186361906,0.011051866676420205,12,30,high_only,3.247351411127689,2.3668004693714235,1.3720427442665342
2022-04-30,0.02375913327780544,0.02193654947266026,0.0018225838051451788,14,30,high_only,3.3245056661045416,2.4187199049597052,1.3744897287558917
2022-05-31,-0.11926192544150778,-0.10271419271173973,-0.016547732729768047,13,30,high_only,2.9280187192237115,2.1702830425259534,1.349141407756586
2022-06-30,0.04888614624830866,0.03649746982372921,0.01238867642457945,21,30,high_only,3.071158270549467,2.2494928823794957,1.3652669428768407
2022-07-31,-0.016767588472831264,-0.029676196501173157,0.012908608028341893,19,30,high_only,3.0196623525339614,2.1827364895740113,1.3834296384183722
2022-08-31,-0.08990186173845344,-0.09350211374700627,0.0036002520085528372,20,30,high_only,2.7481890852196402,1.978646014046121,1.3889240752063
2022-09-30,0.07110818714512827,0.05932949499717543,0.011778692147952845,23,30,high_only,2.943607829001637,2.0960380828376515,1.4043675318229578
2022-10-31,0.13051218894490513,0.1358720908091567,-0.0053599018642515595,21,30,high_only,3.3277845301600006,2.3808311595684195,1.3977406658115303
2022-11-30,-0.02359227138091126,-0.016420116621615518,-0.007172154759295741,18,30,high_only,3.2492745344272675,2.3417376342719303,1.3875484968398262
2022-12-31,0.11551997962424106,0.0893149830706394,0.02620499655360166,13,30,high_only,3.6246306624378706,2.550889891432807,1.4209279179831455
2023-01-31,-0.03378644908779495,-0.042230438572660546,0.008443989484865598,10,30,high_only,3.502167263099353,2.443164692567033,1.4334552532435405
2023-02-28,0.016059958123954082,0.019032219990067982,-0.0029722618661138997,12,30,high_only,3.558411922687811,2.4896635404679355,1.4292742231422173
2023-03-31,0.012893836750490618,0.019189647172659852,-0.006295810422169234,9,30,high_only,3.6042935051099474,2.5374393053881503,1.4204452092534292
2023-04-30,-0.014295542358736937,-0.03437486530417396,0.020079322945437024,8,30,high_only,3.5527681746343274,2.450215171047916,1.4499821144748148
2023-05-31,0.0702509041308378,0.05683670578591112,0.01341419834492668,15,30,high_only,3.8023533510696557,2.5894773298369422,1.468386421946041
2023-06-30,0.06577973966891724,0.05448095916901353,0.011298780499903717,11,30,high_only,4.052471164632252,2.7305545385128753,1.4841202061612453
2023-07-31,-0.039223603775219926,-0.04777968628460407,0.008556082509384146,10,30,high_only,3.8935186413602128,2.6000894992797283,1.4974556231386602
2023-08-31,-0.03677267193908574,-0.04237275640174197,0.005600084462656231,12,30,high_only,3.750343557672759,2.489916540304021,1.50621255651197
2023-09-30,-0.04926034683344385,-0.03472328624928158,-0.014537060584162272,13,30,high_only,3.5656003332772275,2.4034584555382237,1.4835290059044342
2023-10-31,0.09993331163666899,0.0983315619234478,0.00160174971322119,14,30,high_only,3.9219225825544313,2.6397942794894145,1.4856925075665381
2023-11-30,0.04954913517882671,0.05234172959657846,-0.0027925944177517453,11,30,high_only,4.116250454758314,2.777965677857044,1.4817499321782976
2023-12-31,-0.026796919424391972,-0.02087091634335673,-0.00592600308103524,13,30,high_only,4.005947622991538,2.719986988589773,1.4727819066033454
2024-01-31,0.03182103060527193,0.027540475103077045,0.004280555502194885,14,30,high_only,4.133421004905869,2.794896722529723,1.4789172607296264
2024-02-29,0.026172171586967947,0.031853342551925096,-0.005681170964957148,13,30,high_only,4.241601608687443,2.8839235252297155,1.4707746483497974
2024-03-31,-0.009742548938546989,-0.014888141297746845,0.0051455923591998565,12,30,high_only,4.200277597436986,2.840987264294199,1.4784570315490246
2024-04-30,0.029924853898164478,0.043662362129134366,-0.013737508230969888,12,30,high_only,4.325970290872021,2.965031479032071,1.4589964125049442
2024-05-31,-0.014394882159775274,-0.01756053422966258,0.0031656520698873057,12,30,high_only,4.263698458308229,2.9129639422525013,1.463697643648568
2024-06-30,0.009870259026162728,0.01769127342581171,-0.007821014399648982,13,30,high_only,4.305782266501183,2.9644979838344208,1.4524490453293821
2024-07-31,0.0244099374440902,0.03136217120960634,-0.006952233765516139,12,30,high_only,4.410886142274349,3.0574710771539686,1.4426583378771323
2024-08-31,0.020985241143706396,0.02630968692562507,-0.005324445781918673,12,30,high_only,4.50344965162741,3.137912183978043,1.4351738951209991
2024-09-30,-0.046376840735276155,-0.043355711257450996,-0.0030211294778251588,12,30,high_only,4.29459388437455,3.0018657693782536,1.4306415457290906
2024-10-31,-0.027224187934752214,-0.006786774234909824,-0.02043741369984239,13,30,high_only,4.1776770533629,2.9814927841179797,1.4012031407947176
2024-11-30,-0.026955540158976617,-0.025939870547341034,-0.0010156696116355828,14,30,high_only,4.065065511779741,2.904153247260128,1.3997420816600692
2024-12-31,0.0468012561668835,0.04142797844587879,0.00537327772100471,14,30,high_only,4.255315684131708,3.0244664453911496,1.4069640913412
2025-01-31,0.025588886620134026,0.023220397990144043,0.0023684886299899822,13,30,high_only,4.364204474705832,3.094695759960968,1.4102208466401478
2025-02-28,0.0342784091864935,0.01543893852311962,0.018839470663373877,12,30,high_only,4.5138024614633245,3.1424745775467646,1.43638471850013
2025-03-31,0.0411759762907968,0.03200381857439358,0.009172157716403222,12,30,high_only,4.699662684597879,3.2430457638012156,1.4491508991502309
