date,strategy_return,benchmark_return,excess_return,n_selected,n_available,selection_mode,strategy_equity,benchmark_equity,excess_equity
2025-04-30,0.05211672285991235,0.049411688266395755,0.002705034593516592,12,30,high_only,4.944593702266139,3.4032901301158165,1.4528863285887033
2025-05-31,0.04783229685852689,0.041953223633989886,0.005879073224537006,9,30,high_only,5.1811049760777355,3.5460691220359157,1.4610840335518027
2025-06-30,-0.016961221575144077,-0.00776467224246096,-0.009196549332683115,9,30,high_only,5.093227106574399,3.5185350575541956,1.4475419523359256
2025-07-31,0.059450871842193796,0.044339871723833614,0.015111000118360182,10,30,high_only,5.396023898550541,3.6745464506619605,1.4684870557503664
2025-08-31,0.04681102083790513,0.027462569615263836,0.019348451222641293,9,30,high_only,5.648617285707425,3.7754589383677857,1.4961405693765661
2025-09-30,0.043957955606565256,0.027197075228002666,0.01676088037856259,10,30,high_only,5.896918953591029,3.8781403791348095,1.5205532490050289
2025-10-31,0.03341689895580571,0.015006660784421462,0.01841023817138425,8,30,high_only,6.093975698413756,3.9363383162788534,1.5481331147812991
2025-11-30,0.03630777137267164,0.0342034948179881,0.0021042765546835374,7,30,high_only,6.315234374822379,4.070974843481546,1.5512830753386617
2025-12-31,0.08319822098880408,0.06913151884415838,0.014066702144645699,9,30,high_only,6.8406506399349425,4.3524075175877845,1.57169350808543
2026-01-31,0.06433754108735618,0.03878578602381619,0.025551755063539988,8,30,high_only,7.280761281546006,4.521219064253393,1.6103535745725488
